Nome,TipoPosto,Municipio,Preco,Marca,Combustivel,DataAtualizacao,Distrito,Morada,Localidade,CodPostal,Latitude,Longitude,Preco_num
PA GÁSCOMB - ANTONIO BERNARDO PAIS,Outro,Carregal do Sal,"2,129 €",Genérico,Gasóleo simples,2026-03-24 09:30:00,Viseu,Rua Abade Pais Pinto nº 153 ,Beijos,3430-521,40.51025,-7.95731,2.129
PA GÁSCOMB - ANTONIO BERNARDO PAIS,Outro,Carregal do Sal,"1,999 €",Genérico,Gasolina simples 95,2026-03-24 09:30:00,Viseu,Rua Abade Pais Pinto nº 153 ,Beijos,3430-521,40.51025,-7.95731,1.999
Coopaguirense ,Outro,Vila Pouca de Aguiar,"2,099 €",GASPE,Gasóleo especial,2026-03-24 09:30:00,Vila Real,Largo do Toural,Vila Pouca de Aguiar,5450-005,41.49443,-7.64438,2.099
PETROVAZ - ARRIFANA,Outro,Santa Maria da Feira,"1,994 €",PETROVAZ,Gasóleo simples,2026-03-24 10:00:00,Aveiro,R. Terras Santa Maria,Arrifana,3700-393,40.92133,-8.50246,1.994
PETROVAZ - ARRIFANA,Outro,Santa Maria da Feira,"2,029 €",PETROVAZ,Gasóleo especial,2026-03-24 10:00:00,Aveiro,R. Terras Santa Maria,Arrifana,3700-393,40.92133,-8.50246,2.029
PETROVAZ - ARRIFANA,Outro,Santa Maria da Feira,"1,869 €",PETROVAZ,Gasolina simples 95,2026-03-24 10:00:00,Aveiro,R. Terras Santa Maria,Arrifana,3700-393,40.92133,-8.50246,1.869
"Comércio Combustíveis Rosinha, Unipessoal, Lda.",Outro,Oliveira de Azeméis,"2,089 €",Genérico,Gasóleo simples,2026-03-24 10:00:00,Aveiro,"R. do Barão, 171",Loureiro,3720-069,40.81559,-8.51387,2.089
"Comércio Combustíveis Rosinha, Unipessoal, Lda.",Outro,Oliveira de Azeméis,"2,089 €",Genérico,Gasóleo especial,2026-03-24 10:00:00,Aveiro,"R. do Barão, 171",Loureiro,3720-069,40.81559,-8.51387,2.089
"Comércio Combustíveis Rosinha, Unipessoal, Lda.",Outro,Oliveira de Azeméis,"1,949 €",Genérico,Gasolina simples 95,2026-03-24 10:00:00,Aveiro,"R. do Barão, 171",Loureiro,3720-069,40.81559,-8.51387,1.949
AB Arganil (PneuMatos),Outro,Arganil,"2,171 €",ALVES BANDEIRA,Gasóleo especial,2026-03-24 10:00:00,Coimbra,"Avenida José  Augusto de Carvalho,12",Arganil,3300-014,40.21861,-8.054831,2.171
AB Arganil (PneuMatos),Outro,Arganil,"2,151 €",ALVES BANDEIRA,Gasóleo simples,2026-03-24 10:00:00,Coimbra,"Avenida José  Augusto de Carvalho,12",Arganil,3300-014,40.21861,-8.054831,2.151
AB Arganil (PneuMatos),Outro,Arganil,"1,987 €",ALVES BANDEIRA,Gasolina simples 95,2026-03-24 10:00:00,Coimbra,"Avenida José  Augusto de Carvalho,12",Arganil,3300-014,40.21861,-8.054831,1.987
PETROVAZ  - S.VICENTE PEREIRA,Outro,Santa Maria da Feira,"2,034 €",PETROVAZ,Gasóleo simples,2026-03-24 10:00:00,Aveiro,"Rua Adelaide Sofia Oliveira Santos, 196",S. Vicente de Pereira Jusã,3880-810,40.86781,-8.55171,2.034
PETROVAZ  - S.VICENTE PEREIRA,Outro,Santa Maria da Feira,"1,894 €",PETROVAZ,Gasolina simples 95,2026-03-24 10:00:00,Aveiro,"Rua Adelaide Sofia Oliveira Santos, 196",S. Vicente de Pereira Jusã,3880-810,40.86781,-8.55171,1.894
INTERMARCHÉ ALPIARÇA,Outro,Alpiarça,"1,995 €",INTERMARCHÉ,Gasóleo simples,2026-03-24 10:30:00,Santarém,HORTA DA TORRETERRA DA EIRA,ALPIARÇA,2090-022,39.2683,-8.57491,1.995
INTERMARCHÉ ALPIARÇA,Outro,Alpiarça,"2,045 €",INTERMARCHÉ,Gasóleo especial,2026-03-24 10:30:00,Santarém,HORTA DA TORRETERRA DA EIRA,ALPIARÇA,2090-022,39.2683,-8.57491,2.045
INTERMARCHÉ ALPIARÇA,Outro,Alpiarça,"1,865 €",INTERMARCHÉ,Gasolina simples 95,2026-03-24 10:30:00,Santarém,HORTA DA TORRETERRA DA EIRA,ALPIARÇA,2090-022,39.2683,-8.57491,1.865
Mercado Abastecedor,Outro,Porto,"2,025 €",CEPSA,Gasóleo simples,2026-03-24 10:35:00,Porto,"Rua Chaves Oliveira, nº 139 e 165 da Freguesia de Campanhã",Porto,4000-005,41.16172,-8.57794,2.025
Mercado Abastecedor,Outro,Porto,"2,075 €",CEPSA,Gasóleo especial,2026-03-24 10:35:00,Porto,"Rua Chaves Oliveira, nº 139 e 165 da Freguesia de Campanhã",Porto,4000-005,41.16172,-8.57794,2.075
Mercado Abastecedor,Outro,Porto,"1,913 €",CEPSA,Gasolina simples 95,2026-03-24 10:35:00,Porto,"Rua Chaves Oliveira, nº 139 e 165 da Freguesia de Campanhã",Porto,4000-005,41.16172,-8.57794,1.913
Mercado Abastecedor,Outro,Porto,"2,125 €",CEPSA,Gasolina especial 98,2026-03-24 10:35:00,Porto,"Rua Chaves Oliveira, nº 139 e 165 da Freguesia de Campanhã",Porto,4000-005,41.16172,-8.57794,2.125
Estação de Serviço de Britiande,Outro,Lamego,"2,224 €",BP,Gasóleo simples,2026-03-24 10:45:00,Viseu,"EN226, ao Km 17, Lugar da Estrada Nova",Britiande,5100-345,41.06233,-7.78948,2.224
Estação de Serviço de Britiande,Outro,Lamego,"2,049 €",BP,Gasolina simples 95,2026-03-24 10:45:00,Viseu,"EN226, ao Km 17, Lugar da Estrada Nova",Britiande,5100-345,41.06233,-7.78948,2.049
Alves Bandeira - Soito,Outro,Sabugal,"2,099 €",ALVES BANDEIRA,Gasóleo simples,2026-03-24 10:50:00,Guarda,Av. Nª Srª de Fátima n.º35,Souto,6320-621,40.36357,-6.97422,2.099
Alves Bandeira - Soito,Outro,Sabugal,"1,999 €",ALVES BANDEIRA,Gasolina simples 95,2026-03-24 10:50:00,Guarda,Av. Nª Srª de Fátima n.º35,Souto,6320-621,40.36357,-6.97422,1.999
Alves Bandeira - Soito,Outro,Sabugal,"2,199 €",ALVES BANDEIRA,Gasóleo especial,2026-03-24 10:50:00,Guarda,Av. Nª Srª de Fátima n.º35,Souto,6320-621,40.36357,-6.97422,2.199
PA Alvite (Moimenta da Beira),Outro,Moimenta da Beira,"2,069 €",BP,Gasóleo simples,2026-03-24 11:05:00,Viseu,Largo da Neta ,Alvite,3620-030,40.979572,-7.7127,2.069
PA Alvite (Moimenta da Beira),Outro,Moimenta da Beira,"1,989 €",BP,Gasolina simples 95,2026-03-24 11:05:00,Viseu,Largo da Neta ,Alvite,3620-030,40.979572,-7.7127,1.989
PA Alvite (Moimenta da Beira),Outro,Moimenta da Beira,"2,109 €",BP,Gasóleo especial,2026-03-24 11:05:00,Viseu,Largo da Neta ,Alvite,3620-030,40.979572,-7.7127,2.109
Agrizone,Outro,Alpiarça,"1,995 €",Genérico,Gasóleo simples,2026-03-24 11:05:00,Santarém,"Zona Industrial, Lote 104",Alpiarça,2090-242,39.27354,-8.55426,1.995
Agrizone,Outro,Alpiarça,"2,045 €",Genérico,Gasóleo especial,2026-03-24 11:05:00,Santarém,"Zona Industrial, Lote 104",Alpiarça,2090-242,39.27354,-8.55426,2.045
Agrizone,Outro,Alpiarça,"1,865 €",Genérico,Gasolina simples 95,2026-03-24 11:05:00,Santarém,"Zona Industrial, Lote 104",Alpiarça,2090-242,39.27354,-8.55426,1.865
PRIO SATAO,Outro,Sátão,"2,099 €",PRIO,Gasóleo simples,2026-03-24 11:35:00,Viseu,EN 229 ,Barreiros - Brufe,3560-133,40.736841,-7.775877,2.099
PRIO SATAO,Outro,Sátão,"2,099 €",PRIO,Gasóleo especial,2026-03-24 11:35:00,Viseu,EN 229 ,Barreiros - Brufe,3560-133,40.736841,-7.775877,2.099
PRIO SATAO,Outro,Sátão,"1,929 €",PRIO,Gasolina simples 95,2026-03-24 11:35:00,Viseu,EN 229 ,Barreiros - Brufe,3560-133,40.736841,-7.775877,1.929
INTERMARCHÉ DE ALCANEDE,Outro,Santarém,"1,999 €",INTERMARCHÉ,Gasóleo simples,2026-03-24 11:40:00,Santarém,Rua da Feira de AlcanedeQuinta da Rainha(Junto à EN 362),ALCANEDE,2025-057,39.420312,-8.825546,1.999
INTERMARCHÉ DE ALCANEDE,Outro,Santarém,"2,039 €",INTERMARCHÉ,Gasóleo especial,2026-03-24 11:40:00,Santarém,Rua da Feira de AlcanedeQuinta da Rainha(Junto à EN 362),ALCANEDE,2025-057,39.420312,-8.825546,2.039
INTERMARCHÉ DE ALCANEDE,Outro,Santarém,"1,869 €",INTERMARCHÉ,Gasolina simples 95,2026-03-24 11:40:00,Santarém,Rua da Feira de AlcanedeQuinta da Rainha(Junto à EN 362),ALCANEDE,2025-057,39.420312,-8.825546,1.869
PA Neomaquina Supermercado Benedita,Outro,Alcobaça,"1,979 €",Genérico,Gasóleo simples,2026-03-24 12:20:00,Leiria,Rua Monges de Cister S/N,Benedita,2475-130,39.422565,-8.978751,1.979
PA Neomaquina Supermercado Benedita,Outro,Alcobaça,"2,019 €",Genérico,Gasóleo especial,2026-03-24 12:20:00,Leiria,Rua Monges de Cister S/N,Benedita,2475-130,39.422565,-8.978751,2.019
PA Neomaquina Supermercado Benedita,Outro,Alcobaça,"1,839 €",Genérico,Gasolina simples 95,2026-03-24 12:20:00,Leiria,Rua Monges de Cister S/N,Benedita,2475-130,39.422565,-8.978751,1.839
José Manuel da Silva Estrada 264,Outro,Silves,"2,053 €",BP,Gasóleo especial,2026-03-24 14:40:00,Faro,Rua do Palmeiral nº47,Algoz,8365-064,37.167315,-8.301712,2.053
José Manuel da Silva Estrada 264,Outro,Silves,"2,095 €",BP,Gasolina especial 98,2026-03-24 14:40:00,Faro,Rua do Palmeiral nº47,Algoz,8365-064,37.167315,-8.301712,2.095
José Manuel da Silva Estrada 269,Outro,Silves,"2,053 €",BP,Gasóleo especial,2026-03-24 14:40:00,Faro,Est. 269 - Algoz,Algoz,8365-064,37.165702,-8.305495,2.053
José Manuel da Silva Estrada 269,Outro,Silves,"2,095 €",BP,Gasolina especial 98,2026-03-24 14:40:00,Faro,Est. 269 - Algoz,Algoz,8365-064,37.165702,-8.305495,2.095
José Manuel da Silva Estrada 269,Outro,Silves,"1,900 €",BP,Gasolina simples 95,2026-03-24 15:40:00,Faro,Est. 269 - Algoz,Algoz,8365-064,37.165702,-8.305495,1.9
José Manuel da Silva Estrada 269,Outro,Silves,"2,053 €",BP,Gasóleo simples,2026-03-24 15:40:00,Faro,Est. 269 - Algoz,Algoz,8365-064,37.165702,-8.305495,2.053
"Repsol- I.S.N., Lda- Cortelha (Salir)",Outro,Loulé,"2,099 €",REPSOL,Gasóleo simples,2026-03-24 15:40:00,Faro,Cortelha-Salir,Cortelha,8100-170,37.254406,-7.955207,2.099
"Repsol- I.S.N., Lda- Cortelha (Salir)",Outro,Loulé,"1,999 €",REPSOL,Gasolina simples 95,2026-03-24 15:40:00,Faro,Cortelha-Salir,Cortelha,8100-170,37.254406,-7.955207,1.999
"Repsol- I.S.N., Lda- Cortelha (Salir)",Outro,Loulé,"2,149 €",REPSOL,Gasóleo especial,2026-03-24 15:40:00,Faro,Cortelha-Salir,Cortelha,8100-170,37.254406,-7.955207,2.149
José Manuel da Silva Estrada 264,Outro,Silves,"1,900 €",BP,Gasolina simples 95,2026-03-24 15:45:00,Faro,Rua do Palmeiral nº47,Algoz,8365-064,37.167315,-8.301712,1.9
José Manuel da Silva Estrada 264,Outro,Silves,"2,053 €",BP,Gasóleo simples,2026-03-24 15:45:00,Faro,Rua do Palmeiral nº47,Algoz,8365-064,37.167315,-8.301712,2.053
AVIA - AZINHAL,Outro,Castro Marim,"2,141 €",AVIA,Gasóleo simples,2026-03-24 17:00:00,Faro,EN 512,Azinhal-Poço dos Peixes,8950-046,37.28237,-7.47099,2.141
AVIA - AZINHAL,Outro,Castro Marim,"1,997 €",AVIA,Gasolina simples 95,2026-03-24 17:00:00,Faro,EN 512,Azinhal-Poço dos Peixes,8950-046,37.28237,-7.47099,1.997
AVIA - AZINHAL,Outro,Castro Marim,"2,191 €",AVIA,Gasóleo especial,2026-03-24 17:00:00,Faro,EN 512,Azinhal-Poço dos Peixes,8950-046,37.28237,-7.47099,2.191
DURAES FERREIRA E COMPANHIA LDA,Outro,Vila Nova de Famalicão,"2,069 €",PRIO,Gasóleo simples,2026-03-24 19:00:00,Braga,"Av. Silva Pereira, nº 600",Bairro,4765-014,41.37135,-8.43338,2.069
DURAES FERREIRA E COMPANHIA LDA,Outro,Vila Nova de Famalicão,"2,059 €",PRIO,Gasóleo especial,2026-03-24 19:00:00,Braga,"Av. Silva Pereira, nº 600",Bairro,4765-014,41.37135,-8.43338,2.059
DURAES FERREIRA E COMPANHIA LDA,Outro,Vila Nova de Famalicão,"1,889 €",PRIO,Gasolina simples 95,2026-03-24 19:00:00,Braga,"Av. Silva Pereira, nº 600",Bairro,4765-014,41.37135,-8.43338,1.889
BRAGA - F. NOVA,Outro,Braga,"2,095 €",CEPSA,Gasóleo simples,2026-03-25 00:00:00,Braga,Av. Padre Júlio Fragata,"S. Vitor, Quinta dos Congregados (Feira Nova)",4700-427,41.55827,-8.40696,2.095
BRAGA - F. NOVA,Outro,Braga,"2,095 €",CEPSA,Gasóleo especial,2026-03-25 00:00:00,Braga,Av. Padre Júlio Fragata,"S. Vitor, Quinta dos Congregados (Feira Nova)",4700-427,41.55827,-8.40696,2.095
BRAGA - F. NOVA,Outro,Braga,"1,983 €",CEPSA,Gasolina simples 95,2026-03-25 00:00:00,Braga,Av. Padre Júlio Fragata,"S. Vitor, Quinta dos Congregados (Feira Nova)",4700-427,41.55827,-8.40696,1.983
GERÊS,Outro,Terras de Bouro,"2,145 €",CEPSA,Gasóleo simples,2026-03-25 00:00:00,Braga,EN 308 Km 75,Algueirão - Vilar de Veiga,4845-062,41.679344,-8.17505,2.145
GERÊS,Outro,Terras de Bouro,"2,145 €",CEPSA,Gasóleo especial,2026-03-25 00:00:00,Braga,EN 308 Km 75,Algueirão - Vilar de Veiga,4845-062,41.679344,-8.17505,2.145
GERÊS,Outro,Terras de Bouro,"2,195 €",CEPSA,Gasolina especial 98,2026-03-25 00:00:00,Braga,EN 308 Km 75,Algueirão - Vilar de Veiga,4845-062,41.679344,-8.17505,2.195
PAREDES DE COURA,Outro,Paredes de Coura,"2,095 €",CEPSA,Gasóleo simples,2026-03-25 00:00:00,Viana do Castelo,EN 303 (Rua Conselheiro Miguel Dantas),Paredes de Coura,4940-540,41.912867,-8.564675,2.095
PAREDES DE COURA,Outro,Paredes de Coura,"2,095 €",CEPSA,Gasóleo especial,2026-03-25 00:00:00,Viana do Castelo,EN 303 (Rua Conselheiro Miguel Dantas),Paredes de Coura,4940-540,41.912867,-8.564675,2.095
CEPSA LAVRA,Outro,Matosinhos,"2,075 €",CEPSA,Gasóleo simples,2026-03-25 00:00:00,Porto,"Rua Dr. José Domingos Santos, 775",Matosinhos,4450-008,41.24595,-8.70072,2.075
CEPSA LAVRA,Outro,Matosinhos,"2,075 €",CEPSA,Gasóleo especial,2026-03-25 00:00:00,Porto,"Rua Dr. José Domingos Santos, 775",Matosinhos,4450-008,41.24595,-8.70072,2.075
CEPSA LAVRA,Outro,Matosinhos,"1,963 €",CEPSA,Gasolina simples 95,2026-03-25 00:00:00,Porto,"Rua Dr. José Domingos Santos, 775",Matosinhos,4450-008,41.24595,-8.70072,1.963
FORJÃES,Outro,Esposende,"2,095 €",CEPSA,Gasóleo simples,2026-03-25 00:00:00,Braga,Lugar da Igreja - EN103 Barcelos/Viana (Av. Rodrigues de Faria),Esposende,4740-438,41.602937,-8.740943,2.095
FORJÃES,Outro,Esposende,"2,095 €",CEPSA,Gasóleo especial,2026-03-25 00:00:00,Braga,Lugar da Igreja - EN103 Barcelos/Viana (Av. Rodrigues de Faria),Esposende,4740-438,41.602937,-8.740943,2.095
MAIA - ZONA INDUSTRIAL,Outro,Maia,"2,075 €",CEPSA,Gasóleo simples,2026-03-25 00:00:00,Porto,Via Eng. Belmiro de Azevedo - Z.I. Maia - Germunde,Maia,4475-401,41.2582417,-8.624805513,2.075
MAIA - ZONA INDUSTRIAL,Outro,Maia,"2,075 €",CEPSA,Gasóleo especial,2026-03-25 00:00:00,Porto,Via Eng. Belmiro de Azevedo - Z.I. Maia - Germunde,Maia,4475-401,41.2582417,-8.624805513,2.075
MAIA - ZONA INDUSTRIAL,Outro,Maia,"1,963 €",CEPSA,Gasolina simples 95,2026-03-25 00:00:00,Porto,Via Eng. Belmiro de Azevedo - Z.I. Maia - Germunde,Maia,4475-401,41.2582417,-8.624805513,1.963
Melgaço,Outro,Melgaço,"2,145 €",CEPSA,Gasóleo simples,2026-03-25 00:00:00,Viana do Castelo,Corsães - Roussas,Roussas,4960-355,42.10617,-8.25716,2.145
Melgaço,Outro,Melgaço,"2,033 €",CEPSA,Gasolina simples 95,2026-03-25 00:00:00,Viana do Castelo,Corsães - Roussas,Roussas,4960-355,42.10617,-8.25716,2.033
Melgaço,Outro,Melgaço,"2,145 €",CEPSA,Gasóleo especial,2026-03-25 00:00:00,Viana do Castelo,Corsães - Roussas,Roussas,4960-355,42.10617,-8.25716,2.145
GERÊS,Outro,Terras de Bouro,"2,033 €",CEPSA,Gasolina simples 95,2026-03-25 00:00:00,Braga,EN 308 Km 75,Algueirão - Vilar de Veiga,4845-062,41.679344,-8.17505,2.033
PAREDES DE COURA,Outro,Paredes de Coura,"1,983 €",CEPSA,Gasolina simples 95,2026-03-25 00:00:00,Viana do Castelo,EN 303 (Rua Conselheiro Miguel Dantas),Paredes de Coura,4940-540,41.912867,-8.564675,1.983
FORJÃES,Outro,Esposende,"1,983 €",CEPSA,Gasolina simples 95,2026-03-25 00:00:00,Braga,Lugar da Igreja - EN103 Barcelos/Viana (Av. Rodrigues de Faria),Esposende,4740-438,41.602937,-8.740943,1.983
PETROPRIX Estarreja,Outro,Estarreja,"1,889 €",PETROPRIX ,Gasóleo simples,2026-03-25 08:35:00,Aveiro,Tv. da Arrotinha 109,Estarreja,3860-210,40.769615,-8.569939,1.889
PETROPRIX Estarreja,Outro,Estarreja,"1,799 €",PETROPRIX ,Gasolina simples 95,2026-03-25 08:35:00,Aveiro,Tv. da Arrotinha 109,Estarreja,3860-210,40.769615,-8.569939,1.799
PA Igrejinha -  J A Sandes da Silva,Outro,Arraiolos,"2,059 €",Genérico,Gasóleo simples,2026-03-25 08:45:00,Évora,Courela - Vale Couvo,Igrejinha,7040-221,38.70443,-7.897712,2.059
PA Igrejinha -  J A Sandes da Silva,Outro,Arraiolos,"1,959 €",Genérico,Gasolina simples 95,2026-03-25 08:45:00,Évora,Courela - Vale Couvo,Igrejinha,7040-221,38.70443,-7.897712,1.959
PA Igrejinha -  J A Sandes da Silva,Outro,Arraiolos,"2,139 €",Genérico,Gasóleo especial,2026-03-25 08:45:00,Évora,Courela - Vale Couvo,Igrejinha,7040-221,38.70443,-7.897712,2.139
Cooperativa Agrícola de Montemor-o-Velho CRL,Outro,Montemor-o-Velho,"1,895 €",GALP,Gasóleo simples,2026-03-25 08:50:00,Coimbra,"R. São Sebastião, 63",Montemor-o-Velho,3140-217,40.17213,-8.67857,1.895
Cooperativa Agrícola de Montemor-o-Velho CRL,Outro,Montemor-o-Velho,"1,795 €",GALP,Gasolina simples 95,2026-03-25 08:50:00,Coimbra,"R. São Sebastião, 63",Montemor-o-Velho,3140-217,40.17213,-8.67857,1.795
CEPSA Chaves - ( Raio X ),Outro,Chaves,"2,095 €",CEPSA,Gasóleo especial,2026-03-25 09:05:00,Vila Real,Av. D. João I (Rotunda Raio X),Chaves,5100-011,41.731667,-7.469065,2.095
CEPSA Chaves - ( Raio X ),Outro,Chaves,"2,095 €",CEPSA,Gasóleo simples,2026-03-25 09:05:00,Vila Real,Av. D. João I (Rotunda Raio X),Chaves,5100-011,41.731667,-7.469065,2.095
CEPSA Chaves - ( Raio X ),Outro,Chaves,"1,983 €",CEPSA,Gasolina simples 95,2026-03-25 09:05:00,Vila Real,Av. D. João I (Rotunda Raio X),Chaves,5100-011,41.731667,-7.469065,1.983
CEPSA  Chaves - ( Av da Galiza ),Outro,Chaves,"2,095 €",CEPSA,Gasóleo simples,2026-03-25 09:10:00,Vila Real,Av. Galiza,Chaves,5400-293,41.737092,-7.452675,2.095
CEPSA  Chaves - ( Av da Galiza ),Outro,Chaves,"2,095 €",CEPSA,Gasóleo especial,2026-03-25 09:10:00,Vila Real,Av. Galiza,Chaves,5400-293,41.737092,-7.452675,2.095
CEPSA  Chaves - ( Av da Galiza ),Outro,Chaves,"1,983 €",CEPSA,Gasolina simples 95,2026-03-25 09:10:00,Vila Real,Av. Galiza,Chaves,5400-293,41.737092,-7.452675,1.983
PA  Casegas,Outro,Covilhã,"2,120 €",Genérico,Gasóleo simples,2026-03-25 10:45:00,Castelo Branco,Rua do Caramoço - Sitio da Gruta,Casegas,6225-127,40.17998,-7.695849,2.12
PA  Casegas,Outro,Covilhã,"2,000 €",Genérico,Gasolina simples 95,2026-03-25 10:45:00,Castelo Branco,Rua do Caramoço - Sitio da Gruta,Casegas,6225-127,40.17998,-7.695849,2.0
TF GEST MARÃO,Outro,Santa Marta de Penaguião,"2,175 €",FREITAS,Gasóleo simples,2026-03-25 11:30:00,Vila Real,Santa Quitéria - Fontes,Marão,5030-452,41.22844,-7.82812,2.175
TF GEST MARÃO,Outro,Santa Marta de Penaguião,"2,195 €",FREITAS,Gasóleo especial,2026-03-25 11:30:00,Vila Real,Santa Quitéria - Fontes,Marão,5030-452,41.22844,-7.82812,2.195
TF GEST MARÃO,Outro,Santa Marta de Penaguião,"2,008 €",FREITAS,Gasolina simples 95,2026-03-25 11:30:00,Vila Real,Santa Quitéria - Fontes,Marão,5030-452,41.22844,-7.82812,2.008
Posto Abastecimento Delongo,Outro,Tomar,"2,133 €",GALP,Gasóleo especial,2026-03-25 11:40:00,Santarém,Rua Santa Catarina nº 32,Delongo,2305-512,39.54473,-8.45183,2.133
Posto Abastecimento Delongo,Outro,Tomar,"2,113 €",GALP,Gasóleo simples,2026-03-25 11:40:00,Santarém,Rua Santa Catarina nº 32,Delongo,2305-512,39.54473,-8.45183,2.113
Posto Abastecimento Delongo,Outro,Tomar,"1,946 €",GALP,Gasolina simples 95,2026-03-25 11:40:00,Santarém,Rua Santa Catarina nº 32,Delongo,2305-512,39.54473,-8.45183,1.946
PRIO FRADELOS,Outro,Vila Nova de Famalicão,"2,109 €",PRIO,Gasóleo especial,2026-03-25 12:00:00,Braga,"R. de Santa Leocádia, 240",FRADELOS,4760-485,41.37373,-8.59804,2.109
PRIO FRADELOS,Outro,Vila Nova de Famalicão,"1,959 €",PRIO,Gasolina simples 95,2026-03-25 12:00:00,Braga,"R. de Santa Leocádia, 240",FRADELOS,4760-485,41.37373,-8.59804,1.959
ESTALAGEM SOEIRO MEIRELES,Outro,Freixo de Espada à Cinta,"2,191 €",ALVES BANDEIRA,Gasóleo simples,2026-03-25 13:25:00,Bragança,"EN 221, Km 70",Lagoaça,5180-210,41.1944,-6.73585,2.191
ESTALAGEM SOEIRO MEIRELES,Outro,Freixo de Espada à Cinta,"2,027 €",ALVES BANDEIRA,Gasolina simples 95,2026-03-25 13:25:00,Bragança,"EN 221, Km 70",Lagoaça,5180-210,41.1944,-6.73585,2.027
LVCR-Combustiveis - PA LVCR Fragoso,Outro,Barcelos,"2,099 €",Genérico,Gasóleo simples,2026-03-25 14:00:00,Braga,Rua Santa Isabel nº 639,Fragoso,4905-106,41.61488,-8.717065,2.099
LVCR-Combustiveis - PA LVCR Fragoso,Outro,Barcelos,"1,999 €",Genérico,Gasolina simples 95,2026-03-25 14:00:00,Braga,Rua Santa Isabel nº 639,Fragoso,4905-106,41.61488,-8.717065,1.999
LVCR-Combustiveis - PA LVCR Fragoso,Outro,Barcelos,"2,099 €",Genérico,Gasolina especial 98,2026-03-25 14:00:00,Braga,Rua Santa Isabel nº 639,Fragoso,4905-106,41.61488,-8.717065,2.099
Bp Estremoz,Outro,Estremoz,"2,189 €",BP,Gasóleo simples,2026-03-25 15:00:00,Évora,"Zona Industrial de Estremoz, lote nº 63",Estremoz,7100-147,38.84741,-7.5815,2.189
Bp Estremoz,Outro,Estremoz,"2,344 €",BP,Gasóleo especial,2026-03-25 15:00:00,Évora,"Zona Industrial de Estremoz, lote nº 63",Estremoz,7100-147,38.84741,-7.5815,2.344
Bp Estremoz,Outro,Estremoz,"2,029 €",BP,Gasolina simples 95,2026-03-25 15:00:00,Évora,"Zona Industrial de Estremoz, lote nº 63",Estremoz,7100-147,38.84741,-7.5815,2.029
Bp Estremoz,Outro,Estremoz,"2,239 €",BP,Gasolina especial 98,2026-03-25 15:00:00,Évora,"Zona Industrial de Estremoz, lote nº 63",Estremoz,7100-147,38.84741,-7.5815,2.239
SUPERALJUSTREL-SUPERMERCADOS LDA,Outro,Aljustrel,"1,959 €",INTERMARCHÉ,Gasóleo simples,2026-03-25 15:00:00,Beja,Ramal de Beja,Aljustrel,7600-073,37.88466,-8.15134,1.959
SUPERALJUSTREL-SUPERMERCADOS LDA,Outro,Aljustrel,"1,979 €",INTERMARCHÉ,Gasóleo especial,2026-03-25 15:00:00,Beja,Ramal de Beja,Aljustrel,7600-073,37.88466,-8.15134,1.979
SUPERALJUSTREL-SUPERMERCADOS LDA,Outro,Aljustrel,"1,839 €",INTERMARCHÉ,Gasolina simples 95,2026-03-25 15:00:00,Beja,Ramal de Beja,Aljustrel,7600-073,37.88466,-8.15134,1.839
Efice Energy Marco de Canaveses,Outro,Marco de Canaveses,"1,978 €",Genérico,Gasóleo simples,2026-03-25 15:40:00,Porto,Avenida dos Bombeiros Voluntarios de Marco de Canaveses,Marco de Canaveses,4630-470,41.17844,-8.15551,1.978
Efice Energy Marco de Canaveses,Outro,Marco de Canaveses,"1,859 €",Genérico,Gasolina simples 95,2026-03-25 15:40:00,Porto,Avenida dos Bombeiros Voluntarios de Marco de Canaveses,Marco de Canaveses,4630-470,41.17844,-8.15551,1.859
Efice Energy Marco de Canaveses,Outro,Marco de Canaveses,"1,998 €",Genérico,Gasóleo especial,2026-03-25 15:40:00,Porto,Avenida dos Bombeiros Voluntarios de Marco de Canaveses,Marco de Canaveses,4630-470,41.17844,-8.15551,1.998
Mercearia Alentejana,Outro,Mora,"2,136 €",Genérico,Gasóleo simples,2026-03-25 17:00:00,Évora,Rua da Cooperativa nº 4,Mora,7490-324,38.94618,-8.15944,2.136
Mercearia Alentejana,Outro,Mora,"2,179 €",Genérico,Gasóleo especial,2026-03-25 17:00:00,Évora,Rua da Cooperativa nº 4,Mora,7490-324,38.94618,-8.15944,2.179
Mercearia Alentejana,Outro,Mora,"1,972 €",Genérico,Gasolina simples 95,2026-03-25 17:00:00,Évora,Rua da Cooperativa nº 4,Mora,7490-324,38.94618,-8.15944,1.972
INTERMARCHE DE URGEZES,Outro,Guimarães,"1,998 €",INTERMARCHÉ,Gasóleo simples,2026-03-25 17:55:00,Braga,Rua Pinheiro Manso nº 443 / lote 10,Urgezes,4810-107,41.42455,-8.29936,1.998
INTERMARCHE DE URGEZES,Outro,Guimarães,"2,028 €",INTERMARCHÉ,Gasóleo especial,2026-03-25 17:55:00,Braga,Rua Pinheiro Manso nº 443 / lote 10,Urgezes,4810-107,41.42455,-8.29936,2.028
