Nome;TipoPosto;Municipio;Preco;Marca;Combustivel;DataAtualizacao;Distrito;Morada;Localidade;CodPostal;Latitude;Longitude
"Irmãos Teixeira, Lda. (Cadima) - PA Alves Bandeira Cadima";"Outro";"Cantanhede";"1,884 €";"ALVES BANDEIRA";"Gasóleo simples";"2026-06-29 13:00";"Coimbra";"E.R. 335 - 1, KM 4,60";"Corgo Encheiro";"3060-803";40.3232;-8.677436
"Irmãos Teixeira, Lda. (Cadima) - PA Alves Bandeira Cadima";"Outro";"Cantanhede";"1,904 €";"ALVES BANDEIRA";"Gasóleo especial";"2026-06-29 13:00";"Coimbra";"E.R. 335 - 1, KM 4,60";"Corgo Encheiro";"3060-803";40.3232;-8.677436
"Irmãos Teixeira, Lda. (Cadima) - PA Alves Bandeira Cadima";"Outro";"Cantanhede";"1,984 €";"ALVES BANDEIRA";"Gasolina simples 95";"2026-06-29 13:00";"Coimbra";"E.R. 335 - 1, KM 4,60";"Corgo Encheiro";"3060-803";40.3232;-8.677436
"Cepsa Lagos saida para Sagres";"Outro";"Lagos";"1,806 €";"CEPSA";"Gasóleo simples";"2026-06-29 13:00";"Faro";"Urbanização Pedra Alçada, Lote 17";"Lagos";"8600-546";37.10181;-8.69289
"Cepsa Lagos saida para Sagres";"Outro";"Lagos";"1,856 €";"CEPSA";"Gasóleo especial";"2026-06-29 13:00";"Faro";"Urbanização Pedra Alçada, Lote 17";"Lagos";"8600-546";37.10181;-8.69289
"Cepsa Lagos saida para Sagres";"Outro";"Lagos";"1,893 €";"CEPSA";"Gasolina simples 95";"2026-06-29 13:00";"Faro";"Urbanização Pedra Alçada, Lote 17";"Lagos";"8600-546";37.10181;-8.69289
"Cepsa Lagos saida para Sagres";"Outro";"Lagos";"2,105 €";"CEPSA";"Gasolina especial 98";"2026-06-29 13:00";"Faro";"Urbanização Pedra Alçada, Lote 17";"Lagos";"8600-546";37.10181;-8.69289
"CEPSA Silves - Estádio";"Outro";"Silves";"1,893 €";"CEPSA";"Gasolina simples 95";"2026-06-29 13:00";"Faro";"Rua Cruz da Palmeira, E.N.124 Km 17.936";"Silves";"8300-149";37.185936;-8.443151
"PRIO - Várzea";"Outro";"Barcelos";"1,759 €";"PRIO";"Gasóleo especial";"2026-06-29 13:00";"Braga";"Rua da Gandra, N103 139";"Várzea";"4755-522";41.52053;-8.572459
"PRIO - Várzea";"Outro";"Barcelos";"1,919 €";"PRIO";"Gasolina simples 95";"2026-06-29 13:00";"Braga";"Rua da Gandra, N103 139";"Várzea";"4755-522";41.52053;-8.572459
"REDE ENERGIA Leiria Centro";"Outro";"Leiria";"1,668 €";"REDE ENERGIA";"Gasóleo simples";"2026-06-29 13:10";"Leiria";"Rua Capitão Mouzinho de Albuquerque, 70";"Leiria";"2400-193";39.747562;-8.805167
"REDE ENERGIA Leiria Centro";"Outro";"Leiria";"1,760 €";"REDE ENERGIA";"Gasolina simples 95";"2026-06-29 13:10";"Leiria";"Rua Capitão Mouzinho de Albuquerque, 70";"Leiria";"2400-193";39.747562;-8.805167
"REDE ENERGIA Leiria Centro";"Outro";"Leiria";"1,698 €";"REDE ENERGIA";"Gasóleo especial";"2026-06-29 13:10";"Leiria";"Rua Capitão Mouzinho de Albuquerque, 70";"Leiria";"2400-193";39.747562;-8.805167
"REDE ENERGIA Águas Santas - Alto da Maia";"Outro";"Maia";"1,683 €";"REDE ENERGIA";"Gasóleo simples";"2026-06-29 13:10";"Porto";"EN 208 - Av. Lidador da Maia, 45 - Águas Santas";"Maia";"4425-116";41.20699;-8.56666
"REDE ENERGIA Águas Santas - Alto da Maia";"Outro";"Maia";"1,723 €";"REDE ENERGIA";"Gasóleo especial";"2026-06-29 13:10";"Porto";"EN 208 - Av. Lidador da Maia, 45 - Águas Santas";"Maia";"4425-116";41.20699;-8.56666
"REDE ENERGIA Águas Santas - Alto da Maia";"Outro";"Maia";"1,785 €";"REDE ENERGIA";"Gasolina simples 95";"2026-06-29 13:10";"Porto";"EN 208 - Av. Lidador da Maia, 45 - Águas Santas";"Maia";"4425-116";41.20699;-8.56666
"INTERMARCHE GAFANHA DA NAZARE";"Outro";"Ílhavo";"1,699 €";"INTERMARCHÉ";"Gasóleo simples";"2026-06-29 13:40";"Aveiro";"R. Maria da Luz Rocha";"Gafanha da Nazaré";"3830-793";40.627495;-8.722008
"INTERMARCHE GAFANHA DA NAZARE";"Outro";"Ílhavo";"1,702 €";"INTERMARCHÉ";"Gasóleo especial";"2026-06-29 13:40";"Aveiro";"R. Maria da Luz Rocha";"Gafanha da Nazaré";"3830-793";40.627495;-8.722008
"INTERMARCHE GAFANHA DA NAZARE";"Outro";"Ílhavo";"1,763 €";"INTERMARCHÉ";"Gasolina simples 95";"2026-06-29 13:40";"Aveiro";"R. Maria da Luz Rocha";"Gafanha da Nazaré";"3830-793";40.627495;-8.722008
"Intermarche de Ílhavo";"Outro";"Ílhavo";"1,699 €";"INTERMARCHÉ";"Gasóleo simples";"2026-06-29 13:45";"Aveiro";"Estrada da Ponte";"S.Salvador - Quinta da Vista Alegre";"3830-309";40.58678;-8.67896
"Intermarche de Ílhavo";"Outro";"Ílhavo";"1,702 €";"INTERMARCHÉ";"Gasóleo especial";"2026-06-29 13:45";"Aveiro";"Estrada da Ponte";"S.Salvador - Quinta da Vista Alegre";"3830-309";40.58678;-8.67896
"Intermarche de Ílhavo";"Outro";"Ílhavo";"1,763 €";"INTERMARCHÉ";"Gasolina simples 95";"2026-06-29 13:45";"Aveiro";"Estrada da Ponte";"S.Salvador - Quinta da Vista Alegre";"3830-309";40.58678;-8.67896
"PRIO Vimieiro Norte (Estremoz-Arraiolos)";"Outro";"Arraiolos";"1,929 €";"PRIO";"Gasolina simples 95";"2026-06-29 13:55";"Évora";"Estrada Nacional nº 4  KM 96.6";"Vimieiro";"7040-613";38.829983;-7.829419
"PRIO Vimieiro Norte (Estremoz-Arraiolos)";"Outro";"Arraiolos";"1,809 €";"PRIO";"Gasóleo especial";"2026-06-29 13:55";"Évora";"Estrada Nacional nº 4  KM 96.6";"Vimieiro";"7040-613";38.829983;-7.829419
"PRIO Vimieiro Sul (Arraiolos-Estremoz)";"Outro";"Arraiolos";"1,929 €";"PRIO";"Gasolina simples 95";"2026-06-29 13:55";"Évora";"EN 4, Km 96,6";"Vimieiro";"7040-613";38.82955;-7.829324
"PRIO Vimieiro Sul (Arraiolos-Estremoz)";"Outro";"Arraiolos";"1,809 €";"PRIO";"Gasóleo especial";"2026-06-29 13:55";"Évora";"EN 4, Km 96,6";"Vimieiro";"7040-613";38.82955;-7.829324
"RAPEL";"Outro";"Amarante";"1,788 €";"Genérico";"Gasóleo simples";"2026-06-29 14:00";"Porto";"Rua da Cruz 406 - Real";"Real";"4605-359";41.259719;-8.176487
"RAPEL";"Outro";"Amarante";"1,808 €";"Genérico";"Gasóleo especial";"2026-06-29 14:00";"Porto";"Rua da Cruz 406 - Real";"Real";"4605-359";41.259719;-8.176487
"RAPEL";"Outro";"Amarante";"1,885 €";"Genérico";"Gasolina simples 95";"2026-06-29 14:00";"Porto";"Rua da Cruz 406 - Real";"Real";"4605-359";41.259719;-8.176487
"GASCOMB PRIO TONDELA";"Outro";"Tondela";"1,839 €";"PRIO";"Gasóleo simples";"2026-06-29 14:05";"Viseu";"EN2 - Lugar de Naia";"Póvoa do Arcediago";"3460-016";40.537857;-8.052477
"GASCOMB PRIO TONDELA";"Outro";"Tondela";"1,849 €";"PRIO";"Gasóleo especial";"2026-06-29 14:05";"Viseu";"EN2 - Lugar de Naia";"Póvoa do Arcediago";"3460-016";40.537857;-8.052477
"GASCOMB PRIO TONDELA";"Outro";"Tondela";"1,929 €";"PRIO";"Gasolina simples 95";"2026-06-29 14:05";"Viseu";"EN2 - Lugar de Naia";"Póvoa do Arcediago";"3460-016";40.537857;-8.052477
"COIMBRA - SÓLUM";"Outro";"Coimbra";"1,806 €";"MOEVE";"Gasóleo simples";"2026-06-29 14:05";"Coimbra";"AV. GENERAL HUMBERTO DELGADO";"Coimbra";"3030-327";40.205124;-8.401936
"COIMBRA - SÓLUM";"Outro";"Coimbra";"1,856 €";"MOEVE";"Gasóleo especial";"2026-06-29 14:05";"Coimbra";"AV. GENERAL HUMBERTO DELGADO";"Coimbra";"3030-327";40.205124;-8.401936
"COIMBRA - SÓLUM";"Outro";"Coimbra";"1,893 €";"MOEVE";"Gasolina simples 95";"2026-06-29 14:05";"Coimbra";"AV. GENERAL HUMBERTO DELGADO";"Coimbra";"3030-327";40.205124;-8.401936
"INTERMARCHE CUMEIRA JUNCAL";"Outro";"Porto de Mós";"1,718 €";"INTERMARCHÉ";"Gasóleo simples";"2026-06-29 14:10";"Leiria";"EN 8";"Cumeira Cima";"2480-078";39.582635;-8.900134
"INTERMARCHE CUMEIRA JUNCAL";"Outro";"Porto de Mós";"1,748 €";"INTERMARCHÉ";"Gasóleo especial";"2026-06-29 14:10";"Leiria";"EN 8";"Cumeira Cima";"2480-078";39.582635;-8.900134
"INTERMARCHE CUMEIRA JUNCAL";"Outro";"Porto de Mós";"1,818 €";"INTERMARCHÉ";"Gasolina simples 95";"2026-06-29 14:10";"Leiria";"EN 8";"Cumeira Cima";"2480-078";39.582635;-8.900134
"OS LINOS - Palhagueiras";"Outro";"Torres Vedras";"1,821 €";"GALP";"Gasóleo simples";"2026-06-29 14:15";"Lisboa";"Rua do Parque nº2";"Palhagueiras";"2560-044";39.1356;-9.31163
"OS LINOS - Palhagueiras";"Outro";"Torres Vedras";"1,915 €";"GALP";"Gasolina simples 95";"2026-06-29 14:15";"Lisboa";"Rua do Parque nº2";"Palhagueiras";"2560-044";39.1356;-9.31163
"Petro Estrada Real, Lda";"Outro";"Lousada";"1,803 €";"Genérico";"Gasóleo simples";"2026-06-29 14:20";"Porto";"Avenida Estrada Real, 458";"Torno";"4620-755";41.289143;-8.196886
"Petro Estrada Real, Lda";"Outro";"Lousada";"1,838 €";"Genérico";"Gasóleo especial";"2026-06-29 14:20";"Porto";"Avenida Estrada Real, 458";"Torno";"4620-755";41.289143;-8.196886
"Petro Estrada Real, Lda";"Outro";"Lousada";"1,901 €";"Genérico";"Gasolina simples 95";"2026-06-29 14:20";"Porto";"Avenida Estrada Real, 458";"Torno";"4620-755";41.289143;-8.196886
"PA Feitos -Barcelos";"Outro";"Barcelos";"1,806 €";"Genérico";"Gasóleo especial";"2026-06-29 14:25";"Braga";"Rua da Estrada Nacional 103, km 12,100";"Feitos";"4750-442";41.57053;-8.685565
"PA Feitos -Barcelos";"Outro";"Barcelos";"1,776 €";"Genérico";"Gasóleo simples";"2026-06-29 14:25";"Braga";"Rua da Estrada Nacional 103, km 12,100";"Feitos";"4750-442";41.57053;-8.685565
"PA Feitos -Barcelos";"Outro";"Barcelos";"1,927 €";"Genérico";"Gasolina simples 95";"2026-06-29 14:25";"Braga";"Rua da Estrada Nacional 103, km 12,100";"Feitos";"4750-442";41.57053;-8.685565
"POSTO DA RAIVA";"Outro";"Castelo de Paiva";"1,904 €";"ALVES BANDEIRA";"Gasóleo especial";"2026-06-29 14:30";"Aveiro";"Lugar da Estação";"Raiva";"4550-596";41.04179;-8.36181
"PA CHAMAGÁS Pedroso";"Outro";"Vila Nova de Gaia";"1,744 €";"CHAMAGÁS";"Gasóleo simples";"2026-06-29 14:30";"Porto";"Rua Nova da Raposa, 353 - Pedroso";"Pedroso";"4415-207";41.068367;-8.575472
"PA CHAMAGÁS Pedroso";"Outro";"Vila Nova de Gaia";"1,844 €";"CHAMAGÁS";"Gasolina simples 95";"2026-06-29 14:30";"Porto";"Rua Nova da Raposa, 353 - Pedroso";"Pedroso";"4415-207";41.068367;-8.575472
"PAC INTERMARCHE LOURINHA";"Outro";"Lourinhã";"1,819 €";"INTERMARCHÉ";"Gasóleo especial";"2026-06-29 14:30";"Lisboa";"Rua Ildo Hermogenes da Silva Marques,1";"Lourinha";"2530-320";39.25118;-9.31306
"PAC INTERMARCHE LOURINHA";"Outro";"Lourinhã";"1,769 €";"INTERMARCHÉ";"Gasóleo simples";"2026-06-29 14:30";"Lisboa";"Rua Ildo Hermogenes da Silva Marques,1";"Lourinha";"2530-320";39.25118;-9.31306
"PAC INTERMARCHE LOURINHA";"Outro";"Lourinhã";"1,849 €";"INTERMARCHÉ";"Gasolina simples 95";"2026-06-29 14:30";"Lisboa";"Rua Ildo Hermogenes da Silva Marques,1";"Lourinha";"2530-320";39.25118;-9.31306
"MANUEL JOSÉ BATISTA CORREIA - PA AB Sanguedo";"Outro";"Santa Maria da Feira";"1,809 €";"ALVES BANDEIRA";"Gasóleo simples";"2026-06-29 14:30";"Aveiro";"Rua Principal n.º 1448";"Sanguedo";"4505-645";41.008484;-8.515641
"MANUEL JOSÉ BATISTA CORREIA - PA AB Sanguedo";"Outro";"Santa Maria da Feira";"1,829 €";"ALVES BANDEIRA";"Gasóleo especial";"2026-06-29 14:30";"Aveiro";"Rua Principal n.º 1448";"Sanguedo";"4505-645";41.008484;-8.515641
"MANUEL JOSÉ BATISTA CORREIA - PA AB Sanguedo";"Outro";"Santa Maria da Feira";"1,904 €";"ALVES BANDEIRA";"Gasolina simples 95";"2026-06-29 14:30";"Aveiro";"Rua Principal n.º 1448";"Sanguedo";"4505-645";41.008484;-8.515641
"PA Sandim";"Outro";"Vila Nova de Gaia";"1,849 €";"OZ Energia";"Gasóleo especial";"2026-06-29 14:30";"Porto";"Rua Gondesindo Eres, 219";"Sandim";"4415-831";41.04157;-8.52628
"POSTO DA RAIVA";"Outro";"Castelo de Paiva";"1,884 €";"ALVES BANDEIRA";"Gasóleo simples";"2026-06-29 14:30";"Aveiro";"Lugar da Estação";"Raiva";"4550-596";41.04179;-8.36181
"POSTO DA RAIVA";"Outro";"Castelo de Paiva";"1,984 €";"ALVES BANDEIRA";"Gasolina simples 95";"2026-06-29 14:30";"Aveiro";"Lugar da Estação";"Raiva";"4550-596";41.04179;-8.36181
"PA Sandim";"Outro";"Vila Nova de Gaia";"1,919 €";"OZ Energia";"Gasolina simples 95";"2026-06-29 14:35";"Porto";"Rua Gondesindo Eres, 219";"Sandim";"4415-831";41.04157;-8.52628
"PA Sandim";"Outro";"Vila Nova de Gaia";"1,819 €";"OZ Energia";"Gasóleo simples";"2026-06-29 14:35";"Porto";"Rua Gondesindo Eres, 219";"Sandim";"4415-831";41.04157;-8.52628
"Galp Touça";"Outro";"Vila Nova de Foz Côa";"1,899 €";"GALP";"Gasóleo simples";"2026-06-29 14:40";"Guarda";"EN 222, KM 197";"Touça";"5155-802";41.04822;-7.2355
"Galp Touça";"Outro";"Vila Nova de Foz Côa";"1,919 €";"GALP";"Gasóleo especial";"2026-06-29 14:40";"Guarda";"EN 222, KM 197";"Touça";"5155-802";41.04822;-7.2355
"Galp Touça";"Outro";"Vila Nova de Foz Côa";"1,979 €";"GALP";"Gasolina simples 95";"2026-06-29 14:40";"Guarda";"EN 222, KM 197";"Touça";"5155-802";41.04822;-7.2355
"GASPE Mogo de Ansiães";"Outro";"Carrazeda de Ansiães";"1,888 €";"GASPE";"Gasóleo especial";"2026-06-29 14:45";"Bragança";"Belver";"Mogo de Ansiães";"5140-031";41.26413;-7.25504
"GASPE Mogo de Ansiães";"Outro";"Carrazeda de Ansiães";"2,145 €";"GASPE";"Gasolina especial 98";"2026-06-29 14:45";"Bragança";"Belver";"Mogo de Ansiães";"5140-031";41.26413;-7.25504
"GASPE Mogo de Ansiães";"Outro";"Carrazeda de Ansiães";"1,868 €";"GASPE";"Gasóleo simples";"2026-06-29 14:45";"Bragança";"Belver";"Mogo de Ansiães";"5140-031";41.26413;-7.25504
"GASPE Mogo de Ansiães";"Outro";"Carrazeda de Ansiães";"1,965 €";"GASPE";"Gasolina simples 95";"2026-06-29 14:45";"Bragança";"Belver";"Mogo de Ansiães";"5140-031";41.26413;-7.25504
"GASPE Argozelo";"Outro";"Vimioso";"1,868 €";"GASPE";"Gasóleo simples";"2026-06-29 14:45";"Bragança";"Rua São Bartolomeu";"Argozelo";"5230-048";41.65287;-6.6044
"GASPE Argozelo";"Outro";"Vimioso";"1,888 €";"GASPE";"Gasóleo especial";"2026-06-29 14:45";"Bragança";"Rua São Bartolomeu";"Argozelo";"5230-048";41.65287;-6.6044
"GASPE Argozelo";"Outro";"Vimioso";"1,965 €";"GASPE";"Gasolina simples 95";"2026-06-29 14:45";"Bragança";"Rua São Bartolomeu";"Argozelo";"5230-048";41.65287;-6.6044
"BP CABÊDA";"Outro";"Valongo";"1,839 €";"BP";"Gasóleo simples";"2026-06-29 14:50";"Porto";"Rua de Cabêda nº 1300";"Alfena";"4445-049";41.214199;-8.524769
"BP CABÊDA";"Outro";"Valongo";"1,999 €";"BP";"Gasóleo especial";"2026-06-29 14:50";"Porto";"Rua de Cabêda nº 1300";"Alfena";"4445-049";41.214199;-8.524769
"BP CABÊDA";"Outro";"Valongo";"1,929 €";"BP";"Gasolina simples 95";"2026-06-29 14:50";"Porto";"Rua de Cabêda nº 1300";"Alfena";"4445-049";41.214199;-8.524769
"BP CABÊDA";"Outro";"Valongo";"2,179 €";"BP";"Gasolina especial 98";"2026-06-29 14:50";"Porto";"Rua de Cabêda nº 1300";"Alfena";"4445-049";41.214199;-8.524769
"BARAÇAS COMBUSTIVEIS,LDA. PINHEL";"Outro";"Pinhel";"1,789 €";"Genérico";"Gasóleo simples";"2026-06-29 14:50";"Guarda";"EN 221";"Pinhel";"6400-417";40.756977;-7.080938
"BARAÇAS COMBUSTIVEIS,LDA. PINHEL";"Outro";"Pinhel";"1,919 €";"Genérico";"Gasolina simples 95";"2026-06-29 14:50";"Guarda";"EN 221";"Pinhel";"6400-417";40.756977;-7.080938
"BARAÇAS COMBUSTIVEIS,LDA. PINHEL";"Outro";"Pinhel";"1,859 €";"Genérico";"Gasóleo especial";"2026-06-29 14:50";"Guarda";"EN 221";"Pinhel";"6400-417";40.756977;-7.080938
"PRIO Faro - Conceição";"Outro";"Faro";"1,764 €";"PRIO";"Gasóleo especial";"2026-06-29 14:50";"Faro";"Paço Branco - Conceição";"Paço Branco";"8005-508";37.063602;-7.920634
"PRIO Faro - Conceição";"Outro";"Faro";"1,849 €";"PRIO";"Gasolina simples 95";"2026-06-29 14:50";"Faro";"Paço Branco - Conceição";"Paço Branco";"8005-508";37.063602;-7.920634
"Intersacavem Supermercados Lda";"Outro";"Loures";"1,709 €";"INTERMARCHÉ";"Gasóleo simples";"2026-06-29 14:55";"Lisboa";"R. Cidade Goa, 22- 22A";"Sacavém";"2685-038";38.791079;-9.103216
"Intersacavem Supermercados Lda";"Outro";"Loures";"1,739 €";"INTERMARCHÉ";"Gasóleo especial";"2026-06-29 14:55";"Lisboa";"R. Cidade Goa, 22- 22A";"Sacavém";"2685-038";38.791079;-9.103216
"Intersacavem Supermercados Lda";"Outro";"Loures";"1,809 €";"INTERMARCHÉ";"Gasolina simples 95";"2026-06-29 14:55";"Lisboa";"R. Cidade Goa, 22- 22A";"Sacavém";"2685-038";38.791079;-9.103216
"RAPEL - PONTE DE LIMA";"Outro";"Ponte de Lima";"1,738 €";"Genérico";"Gasóleo simples";"2026-06-29 15:00";"Viana do Castelo";"R. Lebre, Nº 5 ";"PONTE DE LIMA";"4990-374";41.771694;-8.574915
"RAPEL - PONTE DE LIMA";"Outro";"Ponte de Lima";"1,748 €";"Genérico";"Gasóleo especial";"2026-06-29 15:00";"Viana do Castelo";"R. Lebre, Nº 5 ";"PONTE DE LIMA";"4990-374";41.771694;-8.574915
"RAPEL - PONTE DE LIMA";"Outro";"Ponte de Lima";"1,835 €";"Genérico";"Gasolina simples 95";"2026-06-29 15:00";"Viana do Castelo";"R. Lebre, Nº 5 ";"PONTE DE LIMA";"4990-374";41.771694;-8.574915
"SVA-Serviços de Viaturas Auto, Lda";"Outro";"Paredes";"1,753 €";"Genérico";"Gasóleo simples";"2026-06-29 15:00";"Porto";"R. Sta Marinha, n.º 500";"Astromil";"4585-813";41.19796;-8.41331
"SVA-Serviços de Viaturas Auto, Lda";"Outro";"Paredes";"1,783 €";"Genérico";"Gasóleo especial";"2026-06-29 15:00";"Porto";"R. Sta Marinha, n.º 500";"Astromil";"4585-813";41.19796;-8.41331
"SVA-Serviços de Viaturas Auto, Lda";"Outro";"Paredes";"1,834 €";"Genérico";"Gasolina simples 95";"2026-06-29 15:00";"Porto";"R. Sta Marinha, n.º 500";"Astromil";"4585-813";41.19796;-8.41331
"AB Carregal do Sal";"Outro";"Carregal do Sal";"1,884 €";"ALVES BANDEIRA";"Gasóleo especial";"2026-06-29 15:00";"Viseu";"Av. Nª Srª das Febres, 34";"Carregal do Sal";"3430-039";40.43128;-8.00802
"AB Carregal do Sal";"Outro";"Carregal do Sal";"1,834 €";"ALVES BANDEIRA";"Gasóleo simples";"2026-06-29 15:00";"Viseu";"Av. Nª Srª das Febres, 34";"Carregal do Sal";"3430-039";40.43128;-8.00802
"AB Carregal do Sal";"Outro";"Carregal do Sal";"1,934 €";"ALVES BANDEIRA";"Gasolina simples 95";"2026-06-29 15:00";"Viseu";"Av. Nª Srª das Febres, 34";"Carregal do Sal";"3430-039";40.43128;-8.00802
"E. LECLERC -  Montijo";"Outro";"Montijo";"1,738 €";"LECLERC";"Gasóleo especial";"2026-06-29 15:00";"Setúbal";"EN5-Rua Vasco da Gama -Afonsoeiro ";"Montijo";"2870-803";38.7018;-8.960169
"E. LECLERC -  Montijo";"Outro";"Montijo";"1,708 €";"LECLERC";"Gasóleo simples";"2026-06-29 15:00";"Setúbal";"EN5-Rua Vasco da Gama -Afonsoeiro ";"Montijo";"2870-803";38.7018;-8.960169
"E. LECLERC -  Montijo";"Outro";"Montijo";"1,793 €";"LECLERC";"Gasolina simples 95";"2026-06-29 15:00";"Setúbal";"EN5-Rua Vasco da Gama -Afonsoeiro ";"Montijo";"2870-803";38.7018;-8.960169
"FREIXAUTO";"Outro";"Torres Vedras";"1,884 €";"ALVES BANDEIRA";"Gasóleo simples";"2026-06-29 15:00";"Lisboa";"EN 8 nº 40";"Freixofeira";"2565-773";39.024929;-9.279333
"FREIXAUTO";"Outro";"Torres Vedras";"1,984 €";"ALVES BANDEIRA";"Gasolina simples 95";"2026-06-29 15:00";"Lisboa";"EN 8 nº 40";"Freixofeira";"2565-773";39.024929;-9.279333
"POETA & QUENTAL";"Outro";"Oliveira de Frades";"1,884 €";"ALVES BANDEIRA";"Gasóleo simples";"2026-06-29 15:00";"Viseu";"EN 227";"Conlela de São João da Serra";"3680-262";40.78334;-8.25148
"POETA & QUENTAL";"Outro";"Oliveira de Frades";"1,904 €";"ALVES BANDEIRA";"Gasóleo especial";"2026-06-29 15:00";"Viseu";"EN 227";"Conlela de São João da Serra";"3680-262";40.78334;-8.25148
"POETA & QUENTAL";"Outro";"Oliveira de Frades";"1,984 €";"ALVES BANDEIRA";"Gasolina simples 95";"2026-06-29 15:00";"Viseu";"EN 227";"Conlela de São João da Serra";"3680-262";40.78334;-8.25148
"GASPE";"Outro";"Boticas";"1,848 €";"GASPE";"Gasóleo simples";"2026-06-29 15:00";"Vila Real";"Av. de Chaves, 30";"Boticas";"5460-301";41.69014;-7.66123
"GASPE";"Outro";"Boticas";"1,888 €";"GASPE";"Gasóleo especial";"2026-06-29 15:00";"Vila Real";"Av. de Chaves, 30";"Boticas";"5460-301";41.69014;-7.66123
"GASPE";"Outro";"Boticas";"1,945 €";"GASPE";"Gasolina simples 95";"2026-06-29 15:00";"Vila Real";"Av. de Chaves, 30";"Boticas";"5460-301";41.69014;-7.66123
"OS PALMAS";"Outro";"Beja";"1,767 €";"GALP";"Gasóleo simples";"2026-06-29 15:10";"Beja";"Av. 25 de Abril";"Salvada";"7800-671";37.93674;-7.77632
"OS PALMAS";"Outro";"Beja";"1,869 €";"GALP";"Gasolina simples 95";"2026-06-29 15:10";"Beja";"Av. 25 de Abril";"Salvada";"7800-671";37.93674;-7.77632
"Galp Amial";"Outro";"Porto";"1,864 €";"GALP";"Gasóleo simples";"2026-06-29 15:10";"Porto";"Estrada Interior da Circunvalação 8718";"Paranhos";"4200-180";41.1833;-8.61228
"Galp Amial";"Outro";"Porto";"1,914 €";"GALP";"Gasóleo especial";"2026-06-29 15:10";"Porto";"Estrada Interior da Circunvalação 8718";"Paranhos";"4200-180";41.1833;-8.61228
"Galp Amial";"Outro";"Porto";"1,954 €";"GALP";"Gasolina simples 95";"2026-06-29 15:10";"Porto";"Estrada Interior da Circunvalação 8718";"Paranhos";"4200-180";41.1833;-8.61228
"AB  Ribeira de Vide";"Outro";"Seia";"1,884 €";"ALVES BANDEIRA";"Gasóleo simples";"2026-06-29 15:10";"Guarda";"Ribeira de Vide (Restaurante Delícias da Serra)";"Ribeira";"6285-072";40.278267;-7.754942
"AB  Ribeira de Vide";"Outro";"Seia";"1,984 €";"ALVES BANDEIRA";"Gasolina simples 95";"2026-06-29 15:10";"Guarda";"Ribeira de Vide (Restaurante Delícias da Serra)";"Ribeira";"6285-072";40.278267;-7.754942
"PA Pega";"Outro";"Guarda";"1,834 €";"Genérico";"Gasóleo simples";"2026-06-29 15:15";"Guarda";"EN 233, km 16,850";"Monte Vasco";"6300-155";40.425278;-7.145428
"PA Pega";"Outro";"Guarda";"1,854 €";"Genérico";"Gasóleo especial";"2026-06-29 15:15";"Guarda";"EN 233, km 16,850";"Monte Vasco";"6300-155";40.425278;-7.145428
"PA Pega";"Outro";"Guarda";"1,934 €";"Genérico";"Gasolina simples 95";"2026-06-29 15:15";"Guarda";"EN 233, km 16,850";"Monte Vasco";"6300-155";40.425278;-7.145428
"INTERMARCHÉ DE MERCEANA";"Outro";"Alenquer";"1,769 €";"INTERMARCHÉ";"Gasóleo simples";"2026-06-29 15:15";"Lisboa";"E.N. 9 - Sitio do Moinho da Cruz";"Merceana";"2580-087";39.09751;-9.11914
"INTERMARCHÉ DE MERCEANA";"Outro";"Alenquer";"1,799 €";"INTERMARCHÉ";"Gasóleo especial";"2026-06-29 15:15";"Lisboa";"E.N. 9 - Sitio do Moinho da Cruz";"Merceana";"2580-087";39.09751;-9.11914
"INTERMARCHÉ DE MERCEANA";"Outro";"Alenquer";"1,869 €";"INTERMARCHÉ";"Gasolina simples 95";"2026-06-29 15:15";"Lisboa";"E.N. 9 - Sitio do Moinho da Cruz";"Merceana";"2580-087";39.09751;-9.11914
"INTERMARCHÉ DE ALIJÓ";"Outro";"Alijó";"1,749 €";"INTERMARCHÉ";"Gasóleo simples";"2026-06-29 15:30";"Vila Real";"Lugar da Tapada - Apartado 22";"Alijó";"5070-050";41.2694;-7.47572
"INTERMARCHÉ DE ALIJÓ";"Outro";"Alijó";"1,779 €";"INTERMARCHÉ";"Gasóleo especial";"2026-06-29 15:30";"Vila Real";"Lugar da Tapada - Apartado 22";"Alijó";"5070-050";41.2694;-7.47572
"INTERMARCHÉ DE ALIJÓ";"Outro";"Alijó";"1,839 €";"INTERMARCHÉ";"Gasolina simples 95";"2026-06-29 15:30";"Vila Real";"Lugar da Tapada - Apartado 22";"Alijó";"5070-050";41.2694;-7.47572
"intermarche V.N.Foz Côa";"Outro";"Vila Nova de Foz Côa";"1,699 €";"INTERMARCHÉ";"Gasóleo simples";"2026-06-29 15:30";"Guarda";"Zona Industrial, LOTE 53";"Vila Nova de Foz Côa-Fontaínhas";"5150-614";41.07127;-7.14089
